0	34
1	30
2	36
3	37
4	30
5	37
6	35
7	28
8	32
9	36
10	21
11	24
12	27
13	35
14	35
15	32
16	32
17	36
18	32
19	33
20	33
21	32
22	35
23	30
24	37
25	34
26	32
27	37
28	34
29	22
30	22
31	37
32	33
33	33
34	6
35	36
36	32
37	33
38	33
39	26
40	35
41	36
42	36
43	25
44	34
45	32
46	20
47	32
48	36
49	33
50	34
51	35
52	34
53	35
54	32
55	25
56	32
57	29
58	37
59	28
60	23
61	37
62	36
63	36
64	31
65	27
66	32
67	28
68	31
69	33
70	35
71	34
72	36
73	24
74	33
75	31
76	35
77	37
78	29
79	28
80	35
81	33
82	37
83	34
84	35
85	35
86	25
87	34
88	37
89	36
90	36
91	28
92	31
93	8
94	32
95	32
96	36
97	34
98	28
99	29
100	28
101	37
102	21
103	34
104	34
105	31
106	35
107	37
108	36
109	17
110	35
111	34
112	30
113	35
114	29
115	34
116	29
117	36
118	36
119	36
120	31
121	36
122	35
123	34
124	25
125	35
126	32
127	37
128	36
129	32
130	21
131	33
132	27
133	30
134	35
135	37
136	36
137	34
138	28
139	24
140	36
141	37
142	6
143	34
144	35
145	36
146	21
147	13
148	33
149	35
150	35
151	36
152	35
153	25
154	32
155	14
156	32
157	29
158	30
159	19
160	32
161	36
162	35
163	36
164	11
165	34
166	32
167	27
168	33
169	28
170	33
171	24
172	33
173	31
174	32
175	33
176	34
177	36
178	32
179	31
180	36
181	33
182	36
183	34
184	8
185	36
186	33
187	32
188	36
189	37
190	34
191	34
192	36
193	37
194	36
195	30
196	35
197	32
198	32
199	26
200	27
201	31
202	36
203	36
204	36
205	32
206	36
207	34
208	34
209	36
210	36
211	26
212	34
213	35
214	36
215	35
216	21
217	33
218	31
219	29
220	34
221	35
222	35
223	32
224	34
225	19
226	30
227	36
228	36
229	19
230	34
231	35
232	17
233	7
234	31
235	25
236	27
237	23
238	36
239	32
240	35
241	35
242	24
243	29
244	30
245	34
246	35
247	37
248	32
249	37
250	33
251	34
252	32
253	24
254	36
255	34
256	37
257	33
258	34
259	33
260	34
261	36
262	35
263	34
264	32
265	32
266	27
267	34
268	32
269	36
270	35
271	33
272	36
273	36
274	19
275	37
276	30
277	21
278	33
