0	-1
1	12
2	-1
3	10
4	20
5	16
6	-1
7	14
8	15
9	-1
10	12
11	-1
12	15
13	2
14	-1
15	-1
16	-1
17	-1
18	13
19	-1
20	16
21	13
22	-1
23	15
24	19
25	-1
26	-1
27	11
28	-1
29	16
30	-1
31	18
32	-1
33	-1
34	-1
35	-1
36	-1
37	10
38	11
39	12
40	14
41	14
42	-1
43	-1
44	14
45	-1
46	15
47	19
48	14
49	13
50	12
51	15
52	12
53	11
54	-1
55	-1
56	-1
57	13
58	12
59	-1
60	16
61	-1
62	-1
63	12
64	12
65	-1
66	-1
67	18
68	13
69	-1
70	15
71	-1
72	15
73	-1
74	12
75	16
76	17
77	14
78	16
79	15
80	-1
81	-1
82	11
83	-1
84	13
85	-1
86	15
87	-1
88	11
89	12
90	15
91	13
92	-1
93	10
94	-1
95	23
96	-1
97	6
98	14
99	-1
100	13
101	15
102	10
103	19
104	-1
105	-1
106	-1
107	11
108	14
109	-1
110	17
111	-1
112	17
113	20
114	10
115	15
116	16
117	-1
118	17
119	10
120	13
121	14
122	11
123	-1
124	-1
125	13
126	-1
127	12
128	-1
129	13
130	6
131	12
132	14
133	-1
134	-1
135	-1
136	19
137	16
138	-1
139	11
140	12
141	-1
142	5
143	9
144	14
145	-1
146	-1
147	-1
148	11
149	16
150	-1
151	-1
152	13
153	11
154	13
155	13
156	15
157	-1
158	12
159	15
160	15
161	12
162	15
163	18
164	18
165	12
166	8
167	12
168	8
169	-1
170	-1
171	18
172	7
173	-1
174	-1
175	-1
176	-1
177	-1
178	24
179	12
180	-1
181	15
182	12
183	17
184	15
185	-1
186	-1
187	-1
188	12
189	-1
190	20
191	15
192	11
193	9
194	15
195	-1
196	18
197	11
198	15
199	15
200	12
201	13
202	15
203	-1
204	-1
205	-1
206	14
207	13
208	14
209	13
210	-1
211	14
212	17
213	-1
214	13
215	13
216	-1
217	-1
218	16
219	-1
220	16
221	14
222	-1
223	14
224	15
225	-1
226	9
227	9
228	12
229	14
230	-1
231	-1
232	16
233	10
234	11
235	12
236	-1
237	14
238	-1
239	6
240	-1
241	6
242	11
243	-1
244	7
245	12
246	5
247	18
248	-1
249	11
250	-1
251	15
252	10
253	-1
254	13
255	11
256	16
257	19
258	19
259	10
260	16
261	-1
262	10
263	-1
264	-1
265	13
266	13
267	-1
268	-1
269	-1
270	17
271	-1
272	-1
273	-1
274	16
275	16
276	-1
277	-1
278	10
279	-1
280	13
281	18
282	20
283	13
284	-1
285	14
286	-1
287	-1
288	5
289	-1
290	-1
291	9
292	-1
293	18
294	10
295	12
296	-1
297	14
298	13
299	12
300	-1
301	15
302	13
303	14
304	-1
305	12
306	14
307	-1
308	-1
309	-1
310	15
311	11
312	5
313	-1
314	12
315	17
316	10
317	12
318	8
319	-1
320	-1
321	11
322	-1
323	14
324	4
325	16
326	11
327	19
328	14
329	-1
330	-1
331	18
332	13
333	-1
334	20
335	18
336	15
337	6
338	18
339	11
340	19
341	12
342	-1
343	18
344	14
345	-1
346	20
347	15
348	12
349	14
350	18
351	12
352	15
353	19
354	-1
355	13
356	15
357	19
358	-1
359	17
360	-1
361	-1
362	-1
363	-1
364	-1
365	17
366	-1
367	-1
368	-1
369	-1
370	5
371	-1
372	-1
373	17
374	17
375	-1
376	15
377	12
378	12
379	-1
380	19
381	12
382	14
383	16
384	19
385	16
386	-1
387	12
388	12
389	14
390	20
391	16
392	-1
393	-1
394	-1
395	-1
396	9
397	5
398	-1
399	11
400	10
401	9
402	-1
403	-1
404	8
405	15
406	-1
407	13
408	-1
409	17
410	-1
411	-1
412	23
413	13
414	-1
415	-1
416	12
417	18
418	16
419	14
420	-1
421	14
422	9
423	-1
424	-1
425	-1
426	16
427	-1
428	-1
429	-1
430	19
431	18
432	10
433	-1
434	-1
435	13
436	16
437	17
438	-1
439	14
440	10
441	-1
442	9
443	15
444	16
445	13
446	15
447	14
448	-1
449	13
450	17
451	16
452	-1
453	-1
454	-1
455	-1
456	17
457	13
458	20
459	16
460	16
461	-1
462	-1
463	11
464	12
465	16
466	13
467	13
468	13
469	17
470	-1
471	16
472	12
473	14
474	9
475	16
476	15
477	15
478	4
479	13
480	-1
481	-1
482	-1
483	-1
484	13
485	12
486	12
487	18
488	-1
489	18
490	15
491	18
492	-1
493	16
494	14
495	-1
496	11
497	16
498	-1
499	-1
500	12
501	7
502	13
503	11
504	-1
505	-1
506	-1
507	16
508	20
509	14
510	15
511	-1
512	-1
513	14
514	-1
515	11
516	20
517	-1
518	9
519	18
520	12
521	12
522	11
523	14
524	-1
525	9
526	18
527	15
528	14
529	-1
530	-1
531	14
532	11
533	-1
534	14
535	12
536	-1
537	14
538	14
539	-1
540	13
541	14
542	14
543	14
544	-1
545	18
546	15
547	-1
548	13
549	-1
550	-1
551	15
552	12
553	-1
554	21
555	15
556	-1
557	-1
558	15
559	15
560	-1
561	17
562	10
563	-1
564	16
565	13
566	4
